material_input,llm_provider,llm_model,success,error_message,llm_formula,llm_space_group,llm_lattice_params,llm_atomic_positions,mp_formula,mp_space_group,mp_lattice_params,mp_atomic_positions,processing_time,api_failure,score
Aluminum nitride,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'AlN', 'full': 'AlN'}",P6_3mc,"{'a': 3.111, 'b': 3.111, 'c': 4.982, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Al', 'position': [0.3333333333, 0.6666666667, 0.0]}, {'element': 'N', 'position': [0.3333333333, 0.6666666667, 0.3825]}]",AlN,P6_3mc,"{'a': 3.128588, 'b': 3.1285882719535016, 'c': 5.016955, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999712453396}","[{'element': 'Al', 'position': [0.666667, 0.333333, 0.499287]}, {'element': 'Al', 'position': [0.333333, 0.666667, 0.999286999999999]}, {'element': 'N', 'position': [0.666667, 0.333333, 0.880713]}, {'element': 'N', 'position': [0.333333, 0.666667, 0.380712999999999]}]",2.5604381561279297,False,0.0
Boron nitride,openai,gpt-5.4-mini,True,,BN,P6_3/mmc,"{'a': 2.504, 'b': 2.504, 'c': 6.661, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'B', 'position': [0.0, 0.0, 0.0]}, {'element': 'B', 'position': [0.3333333333, 0.6666666667, 0.5]}, {'element': 'N', 'position': [0.0, 0.0, 0.5]}, {'element': 'N', 'position': [0.3333333333, 0.6666666667, 0.0]}]",BN,P-6m2,"{'a': 2.5, 'b': 2.5, 'c': 6.77, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'B', 'position': [-0.0, 0.0, 0.0]}, {'element': 'B', 'position': [0.333333, 0.666667, 0.5]}, {'element': 'N', 'position': [0.333333, 0.666667, -0.0]}, {'element': 'N', 'position': [0.666667, 0.333333, 0.5]}]",2.732373714447021,False,0.5
Titanium dioxide,openai,gpt-5.4-mini,True,,TiO2,P4_2/mnm for rutile at ambient conditions,"{'a': 4.593, 'b': 4.593, 'c': 2.959, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ti', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.305, 0.305, 0.0]}, {'element': 'O', 'position': [0.695, 0.695, 0.0]}, {'element': 'O', 'position': [0.805, 0.195, 0.5]}, {'element': 'O', 'position': [0.195, 0.805, 0.5]}]",TiO2,I4_1/amd,"{'a': 3.7825395148615826, 'b': 3.7825398449736825, 'c': 5.501451398935157, 'alpha': 110.10714407805271, 'beta': 110.10713257902374, 'gamma': 89.9999788522249}","[{'element': 'Ti', 'position': [0.875, 0.625, 0.25]}, {'element': 'Ti', 'position': [0.125, 0.375, 0.75]}, {'element': 'O', 'position': [0.33215263, 0.5821526300000001, 0.16430425]}, {'element': 'O', 'position': [0.08215263, 0.8321526300000001, 0.66430425]}, {'element': 'O', 'position': [0.91784737, 0.16784737, 0.33569575]}, {'element': 'O', 'position': [0.66784737, 0.41784737, 0.8356957500000001]}]",2.612182378768921,False,0.5
Zinc oxide,openai,gpt-5.4-mini,True,,ZnO,P6_3mc,"{'a': 3.25, 'b': 3.25, 'c': 5.2, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Zn', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.0, 0.0, 0.382]}]",ZnO,P6_3mc,"{'a': 3.23735118, 'b': 3.2373508669087494, 'c': 5.2220613, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999298106427}","[{'element': 'Zn', 'position': [0.666667, 0.333333, 0.5005917]}, {'element': 'Zn', 'position': [0.333333, 0.666667, 0.0005917]}, {'element': 'O', 'position': [0.666667, 0.333333, 0.8797183]}, {'element': 'O', 'position': [0.333333, 0.666667, 0.3797183]}]",2.6625735759735107,False,0.75
Iron oxide,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'Fe2O3', 'full': 'Fe2O3'}",R-3c,"{'a': 5.038, 'b': 5.038, 'c': 13.772, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Fe', 'position': [0.0, 0.0, 0.3553]}, {'element': 'Fe', 'position': [0.0, 0.0, 0.8553]}, {'element': 'O', 'position': [0.306, 0.0, 0.25]}, {'element': 'O', 'position': [0.694, 0.0, 0.25]}, {'element': 'O', 'position': [0.0, 0.306, 0.25]}, {'element': 'O', 'position': [0.0, 0.694, 0.25]}, {'element': 'O', 'position': [0.694, 0.694, 0.25]}, {'element': 'O', 'position': [0.306, 0.306, 0.25]}]",Fe2O3,R-3c,"{'a': 5.0918936441581, 'b': 5.452029995907517, 'c': 5.091910452974928, 'alpha': 62.16260543536898, 'beta': 119.98513390956244, 'gamma': 117.83716377417755}","[{'element': 'Fe', 'position': [0.35471223, 0.06434118, 0.64519388]}, {'element': 'Fe', 'position': [0.14519072, 0.43565251, 0.85471358]}, {'element': 'Fe', 'position': [0.64528296, 0.93565173, 0.35480774]}, {'element': 'Fe', 'position': [0.85480256, 0.56433974, 0.14528604]}, {'element': 'O', 'position': [0.55535593, 0.75000405, 0.055351990000000004]}, {'element': 'O', 'position': [0.24997731, 0.74996658, 0.44458318]}, {'element': 'O', 'position': [0.05541939, 0.24997195, 0.25001683]}, {'element': 'O', 'position': [0.7500203400000001, 0.25003518, 0.55541461]}, {'element': 'O', 'position': [0.44465124, 0.2500032, 0.9446496400000001]}, {'element': 'O', 'position': [0.94458732, 0.75003389, 0.7499815]}]",4.370128870010376,False,0.0
Copper oxide,openai,gpt-5.4-mini,True,,CuO,C2/c,"{'a': 4.683, 'b': 3.422, 'c': 5.129, 'alpha': 90.0, 'beta': 99.54, 'gamma': 90.0}","[{'element': 'Cu', 'position': [0.25, 0.25, 0.25]}, {'element': 'Cu', 'position': [0.75, 0.75, 0.75]}, {'element': 'O', 'position': [0.25, 0.25, 0.088]}, {'element': 'O', 'position': [0.75, 0.75, 0.912]}]",CuO,C2/c,"{'a': 2.9389026635780233, 'b': 2.9389026635780233, 'c': 5.160720932451686, 'alpha': 88.19100061484032, 'beta': 88.19100061484032, 'gamma': 87.399721810397}","[{'element': 'Cu', 'position': [0.0, 0.5, 0.5]}, {'element': 'Cu', 'position': [0.5, 0.0, 0.0]}, {'element': 'O', 'position': [0.486128, 0.513872, 0.75]}, {'element': 'O', 'position': [0.513872, 0.486128, 0.25]}]",2.2896854877471924,False,0.75
Silicon dioxide,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'SiO2', 'full': 'SiO2'}",P3221,"{'a': 4.913, 'b': 4.913, 'c': 5.405, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Si', 'position': [0.4697, 0.0, 0.0]}, {'element': 'Si', 'position': [0.0, 0.4697, 0.6667]}, {'element': 'Si', 'position': [0.5303, 0.5303, 0.3333]}, {'element': 'O', 'position': [0.4133, 0.2672, 0.1188]}, {'element': 'O', 'position': [0.7328, 0.1461, 0.7855]}, {'element': 'O', 'position': [0.8539, 0.5867, 0.4521]}, {'element': 'O', 'position': [0.5867, 0.8539, 0.8812]}, {'element': 'O', 'position': [0.2672, 0.4133, 0.5479]}, {'element': 'O', 'position': [0.1461, 0.7328, 0.2145]}]",SiO2,P3_121,"{'a': 4.914966, 'b': 4.914966353455409, 'c': 5.43130114, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999127648242}","[{'element': 'Si', 'position': [0.53108859, 0.53108859, 0.0]}, {'element': 'Si', 'position': [-0.0, 0.46891141000000003, 0.666667]}, {'element': 'Si', 'position': [0.46891141000000003, -0.0, 0.333333]}, {'element': 'O', 'position': [0.26922311, 0.41339429, 0.78489098]}, {'element': 'O', 'position': [0.5866057100000001, 0.85582782, 0.11822498000000001]}, {'element': 'O', 'position': [0.14417218, 0.73077689, 0.45155798]}, {'element': 'O', 'position': [0.41339429, 0.26922311, 0.21510902]}, {'element': 'O', 'position': [0.73077689, 0.14417218, 0.54844202]}, {'element': 'O', 'position': [0.85582782, 0.5866057100000001, 0.88177502]}]",4.608839511871338,False,0.0
Quartz,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'SiO2', 'full': 'SiO2'}",P3_121,"{'a': 4.913, 'b': 4.913, 'c': 5.405, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Si', 'position': [0.4697, 0.0, 0.0]}, {'element': 'Si', 'position': [0.0, 0.4697, 0.6667]}, {'element': 'Si', 'position': [0.5303, 0.5303, 0.3333]}, {'element': 'O', 'position': [0.4133, 0.2667, 0.1188]}, {'element': 'O', 'position': [0.2667, 0.1466, 0.7855]}, {'element': 'O', 'position': [0.8534, 0.5867, 0.4521]}, {'element': 'O', 'position': [0.7333, 0.4133, 0.2145]}, {'element': 'O', 'position': [0.5867, 0.7333, 0.8812]}, {'element': 'O', 'position': [0.1466, 0.8534, 0.5479]}]",SiO2,P3_121,"{'a': 4.914966, 'b': 4.914966353455409, 'c': 5.43130114, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999127648242}","[{'element': 'Si', 'position': [0.53108859, 0.53108859, 0.0]}, {'element': 'Si', 'position': [-0.0, 0.46891141000000003, 0.666667]}, {'element': 'Si', 'position': [0.46891141000000003, -0.0, 0.333333]}, {'element': 'O', 'position': [0.26922311, 0.41339429, 0.78489098]}, {'element': 'O', 'position': [0.5866057100000001, 0.85582782, 0.11822498000000001]}, {'element': 'O', 'position': [0.14417218, 0.73077689, 0.45155798]}, {'element': 'O', 'position': [0.41339429, 0.26922311, 0.21510902]}, {'element': 'O', 'position': [0.73077689, 0.14417218, 0.54844202]}, {'element': 'O', 'position': [0.85582782, 0.5866057100000001, 0.88177502]}]",4.064703464508057,False,0.0
Sodium chloride,openai,gpt-5.4-mini,True,,NaCl,Fm-3m,"{'a': 5.6402, 'b': 5.6402, 'c': 5.6402, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Na', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",NaCl,Fm-3m,"{'a': 3.951402922131455, 'b': 3.951402172480169, 'c': 3.951402, 'alpha': 59.99998470065274, 'beta': 59.99999097646918, 'gamma': 59.99999737523848}","[{'element': 'Na', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",1.986827373504639,False,1.0
Cesium chloride,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'CsCl', 'full': 'CsCl'}",Pm-3m,"{'a': 4.123, 'b': 4.123, 'c': 4.123, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Cs', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",CsCl,Pm-3m,"{'a': 4.14369834, 'b': 4.14369834, 'c': 4.14369834, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Cs', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",2.355640411376953,False,0.0
Lithium fluoride,openai,gpt-5.4-mini,True,,LiF,Fm-3m,"{'a': 4.026, 'b': 4.026, 'c': 4.026, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.5, 0.5, 0.5]}]",LiF,Fm-3m,"{'a': 2.8874190721445334, 'b': 2.887419441542915, 'c': 2.887419, 'alpha': 59.999993602033705, 'beta': 59.99998937001777, 'gamma': 59.99999714535949}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.5, 0.5, 0.5]}]",2.116395950317383,False,1.0
Magnesium oxide,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'MgO', 'full': 'MgO'}",Fm-3m,"{'a': 4.212, 'b': 4.212, 'c': 4.212, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Mg', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.5, 0.5, 0.5]}]",MgO,Fm-3m,"{'a': 2.965608463297897, 'b': 2.9656084142286705, 'c': 2.96560719, 'alpha': 59.99999152264117, 'beta': 59.99999219878217, 'gamma': 59.99998781182175}","[{'element': 'Mg', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.5, 0.5, 0.5]}]",2.2905893325805664,False,0.0
Calcium fluoride,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'CaF2', 'full': 'CaF2'}",Fm-3m,"{'a': 5.462, 'b': 5.462, 'c': 5.462, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ca', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.25, 0.25, 0.25]}, {'element': 'F', 'position': [0.25, 0.75, 0.75]}, {'element': 'F', 'position': [0.75, 0.25, 0.75]}, {'element': 'F', 'position': [0.75, 0.75, 0.25]}]",CaF2,Fm-3m,"{'a': 3.900438, 'b': 3.900438, 'c': 3.900438, 'alpha': 60.0, 'beta': 60.0, 'gamma': 60.0}","[{'element': 'Ca', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.75, 0.75, 0.75]}, {'element': 'F', 'position': [0.25, 0.25, 0.25]}]",2.353964567184448,False,0.0
Barium sulfate,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'BaSO4', 'full': 'BaSO4'}",Pnma,"{'a': 8.884, 'b': 5.45, 'c': 7.153, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.0, 0.25, 0.184]}, {'element': 'S', 'position': [0.0, 0.25, 0.75]}, {'element': 'O', 'position': [0.154, 0.25, 0.626]}, {'element': 'O', 'position': [0.095, 0.25, 0.08]}]",BaSO4,Pnma,"{'a': 5.46903188, 'b': 7.18825422, 'c': 8.91393949, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.25, 0.84323851, 0.68510564]}, {'element': 'Ba', 'position': [0.75, 0.15676149, 0.31489436]}, {'element': 'Ba', 'position': [0.75, 0.34323851, 0.81489436]}, {'element': 'Ba', 'position': [0.25, 0.6567614900000001, 0.18510564000000002]}, {'element': 'S', 'position': [0.25, 0.30928493, 0.56192277]}, {'element': 'S', 'position': [0.75, 0.69071507, 0.43807723]}, {'element': 'S', 'position': [0.75, 0.80928493, 0.93807723]}, {'element': 'S', 'position': [0.25, 0.19071507000000001, 0.06192277]}, {'element': 'O', 'position': [0.53023403, 0.81068088, 0.41985536]}, {'element': 'O', 'position': [0.030234030000000002, 0.18931912, 0.58014464]}, {'element': 'O', 'position': [0.46976597000000003, 0.31068088, 0.08014464]}, {'element': 'O', 'position': [0.96976597, 0.6893191200000001, 0.91985536]}, {'element': 'O', 'position': [0.46976597000000003, 0.18931912, 0.58014464]}, {'element': 'O', 'position': [0.96976597, 0.81068088, 0.41985536]}, {'element': 'O', 'position': [0.53023403, 0.6893191200000001, 0.91985536]}, {'element': 'O', 'position': [0.030234030000000002, 0.31068088, 0.08014464]}, {'element': 'O', 'position': [0.25, 0.39128857, 0.41162364]}, {'element': 'O', 'position': [0.75, 0.60871143, 0.58837636]}, {'element': 'O', 'position': [0.75, 0.8912885700000001, 0.08837636]}, {'element': 'O', 'position': [0.25, 0.10871143, 0.9116236400000001]}, {'element': 'O', 'position': [0.25, 0.04902758, 0.18154347]}, {'element': 'O', 'position': [0.75, 0.95097242, 0.8184565300000001]}, {'element': 'O', 'position': [0.75, 0.54902758, 0.31845653]}, {'element': 'O', 'position': [0.25, 0.45097242, 0.68154347]}]",2.729356288909912,False,0.0
Barium titanate,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'BaTiO3', 'full': 'BaTiO3'}",P4mm,"{'a': 3.994, 'b': 3.994, 'c': 4.038, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.486]}, {'element': 'O', 'position': [0.5, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.486]}, {'element': 'O', 'position': [0.0, 0.5, 0.486]}]",BaTiO3,Amm2,"{'a': 3.98333387, 'b': 4.0573426446750185, 'c': 4.0573423579991434, 'alpha': 90.25451681616497, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.0, 0.00341385, 0.9965861500000001]}, {'element': 'Ti', 'position': [0.5, 0.5185038200000001, 0.48149618]}, {'element': 'O', 'position': [0.5, 0.49135189999999906, 0.02157433]}, {'element': 'O', 'position': [0.5, 0.97842567, 0.508648099999999]}, {'element': 'O', 'position': [0.0, 0.48820476, 0.51179524]}]",2.3954849243164062,False,0.0
Lead titanate,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'PbTiO3', 'full': 'PbTiO3'}",P4mm,"{'a': 3.904, 'b': 3.904, 'c': 4.152, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Pb', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.5, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.5]}, {'element': 'O', 'position': [0.0, 0.5, 0.5]}]",TiPbO3,P4mm,"{'a': 3.8795519, 'b': 3.8795519, 'c': 4.2858876200000005, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ti', 'position': [0.5, 0.5, 0.58251444]}, {'element': 'Pb', 'position': [-0.0, 0.0, 0.12358795]}, {'element': 'O', 'position': [-0.0, 0.5, 0.49415765]}, {'element': 'O', 'position': [0.5, 0.0, 0.49415765]}, {'element': 'O', 'position': [0.5, 0.5, 0.99578232]}]",2.7647645473480225,False,0.0
Strontium titanate,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'SrTiO3', 'full': 'SrTiO3'}",Pm-3m,"{'a': 3.905, 'b': 3.905, 'c': 3.905, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sr', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.5, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.5]}, {'element': 'O', 'position': [0.0, 0.5, 0.5]}]",SrTiO3,I4/mcm,"{'a': 5.522329700714994, 'b': 5.522329559400709, 'c': 5.534898478941332, 'alpha': 119.92490712678152, 'beta': 119.92490461029365, 'gamma': 89.99999866323975}","[{'element': 'Sr', 'position': [0.75, 0.25, 0.5]}, {'element': 'Sr', 'position': [0.25, 0.75, 0.5]}, {'element': 'Ti', 'position': [0.5, 0.5, -0.0]}, {'element': 'Ti', 'position': [-0.0, 0.0, -0.0]}, {'element': 'O', 'position': [0.77095745, 0.27095745, -0.0]}, {'element': 'O', 'position': [0.7290425500000001, 0.77095745, 0.0]}, {'element': 'O', 'position': [0.27095745, 0.22904255, -0.0]}, {'element': 'O', 'position': [0.22904255, 0.7290425500000001, 0.0]}, {'element': 'O', 'position': [0.25, 0.25, 0.5]}, {'element': 'O', 'position': [0.75, 0.75, 0.5]}]",2.388279914855957,False,0.0
Lithium niobate,openai,gpt-5.4-mini,True,,LiNbO3,R3c,"{'a': 5.148, 'b': 5.148, 'c': 13.863, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Li', 'position': [0.282, 0.282, 0.282]}, {'element': 'Li', 'position': [0.718, 0.718, 0.718]}, {'element': 'Nb', 'position': [0.0, 0.0, 0.0]}, {'element': 'Nb', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.047, 0.344, 0.083]}, {'element': 'O', 'position': [0.656, 0.703, 0.417]}, {'element': 'O', 'position': [0.297, 0.047, 0.583]}, {'element': 'O', 'position': [0.953, 0.297, 0.917]}, {'element': 'O', 'position': [0.703, 0.953, 0.083]}, {'element': 'O', 'position': [0.344, 0.656, 0.417]}]",LiNbO3,R3c,"{'a': 5.153462, 'b': 5.153943, 'c': 5.530974, 'alpha': 90.018554, 'beta': 117.759752, 'gamma': 119.984998}","[{'element': 'Li', 'position': [0.412869, 0.707396, 0.119116]}, {'element': 'Li', 'position': [0.412499, 0.205245, 0.617538]}, {'element': 'Nb', 'position': [0.976808, 0.988594, 0.965218]}, {'element': 'Nb', 'position': [0.976827, 0.488462, 0.465406]}, {'element': 'O', 'position': [0.505298, 0.884402, 0.776164]}, {'element': 'O', 'position': [0.891609, 0.620943, 0.776218]}, {'element': 'O', 'position': [0.155012, 0.270355, 0.775963]}, {'element': 'O', 'position': [0.891586, 0.770553, 0.276177]}, {'element': 'O', 'position': [0.154917, 0.384401, 0.276036]}, {'element': 'O', 'position': [0.505374, 0.121051, 0.276364]}]",3.214198112487793,False,0.75
Potassium niobate,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'KNbO3', 'full': 'KNbO3'}",Amm2,"{'a': 5.698, 'b': 3.969, 'c': 5.723, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'K', 'position': [0.0, 0.0, 0.0]}, {'element': 'Nb', 'position': [0.0, 0.5, 0.0]}, {'element': 'O', 'position': [0.0, 0.5, 0.5]}, {'element': 'O', 'position': [0.25, 0.0, 0.25]}, {'element': 'O', 'position': [0.25, 0.5, 0.75]}]",KNbO3,R3m,"{'a': 4.049923854879114, 'b': 4.0499238731574305, 'c': 4.0499247414557855, 'alpha': 89.83687109964886, 'beta': 89.83687925054527, 'gamma': 89.83686205811088}","[{'element': 'K', 'position': [0.01326228, 0.01326228, 0.01326228]}, {'element': 'Nb', 'position': [0.50305267, 0.50305267, 0.50305267]}, {'element': 'O', 'position': [0.03114225, 0.5295219, 0.5295219]}, {'element': 'O', 'position': [0.5295219, 0.5295219, 0.03114225]}, {'element': 'O', 'position': [0.5295219, 0.03114225, 0.5295219]}]",2.9704833030700684,False,0.0
